dataset,noise_type,noise_ratio,seed,method,method_type,downstream_model,test_acc,test_f1,val_acc,bad_edge_precision,bad_edge_recall,bad_edge_f1,actual_prune_ratio,edge_homophily_before,edge_homophily_after,num_edges_before,num_edges_after,runtime,hp_lambda_pos,hp_lambda_neg,hp_score_ratio,hp_consistency_weight,hp_checkpoint_fractions,hp_total_epochs
Cora,low_feature_similarity,0.3,2,Feature-only,feature_only,GCN,0.692,0.6894321659819058,0.68,0.5830903790087464,0.505369551484523,0.5414551607445008,0.19997084973036006,0.6561725735664368,0.720896303653717,13722,10978,1.1581666469573975,,,,,,
Cora,low_feature_similarity,0.3,2,GraGE-Hybrid-FO-posneg-lp0.1-ln0.5,hybrid_baseline,GCN,0.724,0.7193399385426824,0.69,0.6224489795918368,0.5394819962097284,0.5780033840947546,0.19997084973036006,0.6561725735664368,0.7296410799026489,13722,10978,7.887321710586548,0.1,0.5,0.3,,,
Cora,low_feature_similarity,0.3,2,MCGC-cw3.0-lp0.1-ln0.5,mcgc,GCN,0.733,0.7372688378262409,0.682,0.5080174927113703,0.4403032217308907,0.4717428087986464,0.19997084973036006,0.6561725735664368,0.7097831964492798,13722,10978,12.096096277236938,0.1,0.5,0.3,3.0,"[0.3, 0.5, 0.7, 0.9]",200.0
Cora,low_feature_similarity,0.3,2,Random-Matched,random_matched,GCN,0.68,0.679527158577396,0.66,0.22813411078717202,0.19772583701831964,0.21184433164128597,0.19997084973036006,0.6561725735664368,0.6576789617538452,13722,10978,4.34765100479126,,,,,,
Cora,low_feature_similarity,0.3,3,Feature-only,feature_only,GCN,0.711,0.7046041161883496,0.7,0.5830903790087464,0.505369551484523,0.5414551607445008,0.19997084973036006,0.6574842929840088,0.7238112688064575,13722,10978,4.022340297698975,,,,,,
Cora,low_feature_similarity,0.3,3,GraGE-Hybrid-FO-posneg-lp0.1-ln0.5,hybrid_baseline,GCN,0.706,0.6976879747173658,0.666,0.6341107871720116,0.5495893872394189,0.5888324873096447,0.19997084973036006,0.6574842929840088,0.7280014157295227,13722,10978,7.107192039489746,0.1,0.5,0.3,,,
Cora,low_feature_similarity,0.3,3,MCGC-cw3.0-lp0.1-ln0.5,mcgc,GCN,0.719,0.7151327421368846,0.702,0.5502915451895044,0.47694251421351863,0.5109983079526228,0.19997084973036006,0.6574842929840088,0.7201675772666931,13722,10978,6.936635255813599,0.1,0.5,0.3,3.0,"[0.3, 0.5, 0.7, 0.9]",200.0
Cora,low_feature_similarity,0.3,3,Random-Matched,random_matched,GCN,0.695,0.6802947411741337,0.672,0.2259475218658892,0.19583070120025267,0.2098138747884941,0.19997084973036006,0.6574842929840088,0.6582255363464355,13722,10978,2.840873956680298,,,,,,
Cora,low_feature_similarity,0.3,4,Feature-only,feature_only,GCN,0.731,0.7173358172289266,0.716,0.5830903790087464,0.505369551484523,0.5414551607445008,0.19997084973036006,0.6570470333099365,0.7229003310203552,13722,10978,0.7996759414672852,,,,,,
Cora,low_feature_similarity,0.3,4,GraGE-Hybrid-FO-posneg-lp0.1-ln0.5,hybrid_baseline,GCN,0.737,0.7287705665484817,0.692,0.5932944606413995,0.5142135186355022,0.5509306260575295,0.19997084973036006,0.6570470333099365,0.721260666847229,13722,10978,3.2584543228149414,0.1,0.5,0.3,,,
Cora,low_feature_similarity,0.3,4,MCGC-cw3.0-lp0.1-ln0.5,mcgc,GCN,0.728,0.7168327974102308,0.688,0.5466472303206997,0.4737839545167404,0.5076142131979695,0.19997084973036006,0.6570470333099365,0.7194388508796692,13722,10978,7.309364080429077,0.1,0.5,0.3,3.0,"[0.3, 0.5, 0.7, 0.9]",200.0
Cora,low_feature_similarity,0.3,4,Random-Matched,random_matched,GCN,0.694,0.6807767487226607,0.68,0.22157434402332363,0.19204042956411876,0.20575296108291033,0.19997084973036006,0.6570470333099365,0.6573145985603333,13722,10978,0.786205530166626,,,,,,
Cora,degree_aligned_random,0.3,0,Feature-only,feature_only,GCN,0.741,0.7248977577004878,0.714,0.5036443148688047,0.43651295009475677,0.46768189509306257,0.19997084973036006,0.6621483564376831,0.7172526717185974,13722,10978,0.8083558082580566,,,,,,
Cora,degree_aligned_random,0.3,0,GraGE-Hybrid-FO-posneg-lp0.1-ln0.5,hybrid_baseline,GCN,0.722,0.7182669819454796,0.7,0.4139941690962099,0.35881238155401135,0.3844331641285956,0.19997084973036006,0.6621483564376831,0.7050464153289795,13722,10978,1.978233814239502,0.1,0.5,0.3,,,
Cora,degree_aligned_random,0.3,0,MCGC-cw3.0-lp0.1-ln0.5,mcgc,GCN,0.713,0.7055850503711956,0.686,0.3819241982507289,0.3310170562223626,0.35465313028764806,0.19997084973036006,0.6621483564376831,0.6972125768661499,13722,10978,8.414196729660034,0.1,0.5,0.3,3.0,"[0.3, 0.5, 0.7, 0.9]",200.0
Cora,degree_aligned_random,0.3,0,Random-Matched,random_matched,GCN,0.698,0.6959302804763497,0.688,0.22667638483965014,0.19646241313960833,0.2104906937394247,0.19997084973036006,0.6621483564376831,0.664055347442627,13722,10978,0.9591777324676514,,,,,,
Cora,degree_aligned_random,0.3,1,Feature-only,feature_only,GCN,0.722,0.7125468491257416,0.694,0.5043731778425656,0.43714466203411245,0.4683587140439932,0.19997084973036006,0.660399317741394,0.7161595821380615,13722,10978,0.7844316959381104,,,,,,
Cora,degree_aligned_random,0.3,1,GraGE-Hybrid-FO-posneg-lp0.1-ln0.5,hybrid_baseline,GCN,0.72,0.7097739480548465,0.692,0.4074344023323615,0.3531269740998105,0.37834179357021996,0.19997084973036006,0.660399317741394,0.6992166042327881,13722,10978,1.8442559242248535,0.1,0.5,0.3,,,
Cora,degree_aligned_random,0.3,1,MCGC-cw3.0-lp0.1-ln0.5,mcgc,GCN,0.724,0.7168060281990261,0.712,0.3680758017492711,0.31901452937460517,0.34179357021996615,0.19997084973036006,0.660399317741394,0.6953907608985901,13722,10978,2.174501895904541,0.1,0.5,0.3,3.0,"[0.3, 0.5, 0.7, 0.9]",200.0
Cora,degree_aligned_random,0.3,1,Random-Matched,random_matched,GCN,0.711,0.6997735357897651,0.726,0.2434402332361516,0.21099178774478838,0.22605752961082912,0.19997084973036006,0.660399317741394,0.663690984249115,13722,10978,1.0311739444732666,,,,,,
Cora,degree_aligned_random,0.3,2,Feature-only,feature_only,GCN,0.711,0.7021832770940053,0.684,0.4912536443148688,0.4257738471257107,0.45617597292724194,0.19997084973036006,0.662877082824707,0.7172526717185974,13722,10978,0.7439649105072021,,,,,,
Cora,degree_aligned_random,0.3,2,GraGE-Hybrid-FO-posneg-lp0.1-ln0.5,hybrid_baseline,GCN,0.717,0.7111655791981137,0.686,0.3782798833819242,0.32785849652558435,0.35126903553299493,0.19997084973036006,0.662877082824707,0.7014027833938599,13722,10978,1.2142689228057861,0.1,0.5,0.3,,,
Cora,degree_aligned_random,0.3,2,MCGC-cw3.0-lp0.1-ln0.5,mcgc,GCN,0.724,0.7148287429111233,0.684,0.35932944606413997,0.31143398610233736,0.3336717428087987,0.19997084973036006,0.662877082824707,0.6959373354911804,13722,10978,2.111882448196411,0.1,0.5,0.3,3.0,"[0.3, 0.5, 0.7, 0.9]",200.0
Cora,degree_aligned_random,0.3,2,Random-Matched,random_matched,GCN,0.712,0.7069349964368461,0.716,0.22813411078717202,0.19772583701831964,0.21184433164128597,0.19997084973036006,0.662877082824707,0.6649662852287292,13722,10978,0.7656691074371338,,,,,,
Cora,degree_aligned_random,0.3,3,Feature-only,feature_only,GCN,0.747,0.7362685402037128,0.704,0.5116618075801749,0.443461781427669,0.47512690355329945,0.19997084973036006,0.6606908440589905,0.7176170349121094,13722,10978,0.7650587558746338,,,,,,
Cora,degree_aligned_random,0.3,3,GraGE-Hybrid-FO-posneg-lp0.1-ln0.5,hybrid_baseline,GCN,0.728,0.7170085298986594,0.69,0.4198250728862974,0.3638660770688566,0.3898477157360406,0.19997084973036006,0.6606908440589905,0.7030424475669861,13722,10978,1.2545359134674072,0.1,0.5,0.3,,,
Cora,degree_aligned_random,0.3,3,MCGC-cw3.0-lp0.1-ln0.5,mcgc,GCN,0.722,0.7202794638404411,0.69,0.391399416909621,0.3392293114339861,0.3634517766497462,0.19997084973036006,0.6606908440589905,0.6979413032531738,13722,10978,2.2909584045410156,0.1,0.5,0.3,3.0,"[0.3, 0.5, 0.7, 0.9]",200.0
Cora,degree_aligned_random,0.3,3,Random-Matched,random_matched,GCN,0.729,0.7077397957379682,0.68,0.2259475218658892,0.19583070120025267,0.2098138747884941,0.19997084973036006,0.6606908440589905,0.6616870164871216,13722,10978,0.749809741973877,,,,,,
Cora,degree_aligned_random,0.3,4,Feature-only,feature_only,GCN,0.763,0.7459093814768428,0.74,0.4963556851311953,0.43019583070120027,0.46091370558375633,0.19997084973036006,0.6608365774154663,0.717070460319519,13722,10978,0.7661120891571045,,,,,,
Cora,degree_aligned_random,0.3,4,GraGE-Hybrid-FO-posneg-lp0.1-ln0.5,hybrid_baseline,GCN,0.751,0.7362167505564693,0.714,0.39285714285714285,0.3404927353126974,0.3648054145516074,0.19997084973036006,0.6608365774154663,0.7023137211799622,13722,10978,1.2244608402252197,0.1,0.5,0.3,,,
Cora,degree_aligned_random,0.3,4,MCGC-cw3.0-lp0.1-ln0.5,mcgc,GCN,0.74,0.732120486433548,0.71,0.3811953352769679,0.330385344283007,0.3539763113367174,0.19997084973036006,0.6608365774154663,0.6995809674263,13722,10978,2.031637191772461,0.1,0.5,0.3,3.0,"[0.3, 0.5, 0.7, 0.9]",200.0
Cora,degree_aligned_random,0.3,4,Random-Matched,random_matched,GCN,0.734,0.7150064164496354,0.734,0.22157434402332363,0.19204042956411876,0.20575296108291033,0.19997084973036006,0.6608365774154663,0.6620513796806335,13722,10978,0.7688696384429932,,,,,,
CiteSeer,feature_similar_cross_class,0.3,0,Feature-only,feature_only,GCN,0.553,0.533075373167848,0.548,0.3474218089602705,0.3010989010989011,0.3226059654631083,0.19993239817475073,0.5658272504806519,0.6024503707885742,11834,9468,0.8730382919311523,,,,,,
CiteSeer,feature_similar_cross_class,0.3,0,GraGE-Hybrid-FO-posneg-lp0.1-ln0.5,hybrid_baseline,GCN,0.538,0.5221411018400673,0.542,0.10059171597633136,0.08717948717948718,0.09340659340659341,0.19993239817475073,0.5658272504806519,0.5608364939689636,11834,9468,1.4256892204284668,0.1,0.5,0.3,,,
CiteSeer,feature_similar_cross_class,0.3,0,MCGC-cw3.0-lp0.1-ln0.5,mcgc,GCN,0.56,0.5349645582567465,0.55,0.25443786982248523,0.2205128205128205,0.23626373626373628,0.19993239817475073,0.5658272504806519,0.5815378427505493,11834,9468,2.075031042098999,0.1,0.5,0.3,3.0,"[0.3, 0.5, 0.7, 0.9]",200.0
CiteSeer,feature_similar_cross_class,0.3,0,Random-Matched,random_matched,GCN,0.556,0.5375341636822164,0.548,0.23076923076923078,0.2,0.21428571428571427,0.19993239817475073,0.5658272504806519,0.5656949877738953,11834,9468,0.9706759452819824,,,,,,
CiteSeer,feature_similar_cross_class,0.3,1,Feature-only,feature_only,GCN,0.561,0.5416276166305156,0.554,0.3423499577345731,0.2967032967032967,0.3178963893249608,0.19993239817475073,0.5658272504806519,0.6016054153442383,11834,9468,1.0966498851776123,,,,,,
CiteSeer,feature_similar_cross_class,0.3,1,GraGE-Hybrid-FO-posneg-lp0.1-ln0.5,hybrid_baseline,GCN,0.551,0.530359831250281,0.542,0.11496196111580727,0.09963369963369964,0.10675039246467818,0.19993239817475073,0.5658272504806519,0.5644275546073914,11834,9468,4.836670637130737,0.1,0.5,0.3,,,
CiteSeer,feature_similar_cross_class,0.3,1,MCGC-cw3.0-lp0.1-ln0.5,mcgc,GCN,0.571,0.5527402567022276,0.554,0.24429416737109044,0.21172161172161172,0.22684458398744112,0.19993239817475073,0.5658272504806519,0.5859737992286682,11834,9468,7.05075740814209,0.1,0.5,0.3,3.0,"[0.3, 0.5, 0.7, 0.9]",200.0
CiteSeer,feature_similar_cross_class,0.3,1,Random-Matched,random_matched,GCN,0.544,0.5229675446266416,0.55,0.2256973795435334,0.1956043956043956,0.20957613814756673,0.19993239817475073,0.5658272504806519,0.5656949877738953,11834,9468,2.657947301864624,,,,,,
CiteSeer,feature_similar_cross_class,0.3,2,Feature-only,feature_only,GCN,0.554,0.5340266471131884,0.592,0.3474218089602705,0.3010989010989011,0.3226059654631083,0.19993239817475073,0.5658272504806519,0.6024503707885742,11834,9468,1.0271894931793213,,,,,,
CiteSeer,feature_similar_cross_class,0.3,2,GraGE-Hybrid-FO-posneg-lp0.1-ln0.5,hybrid_baseline,GCN,0.531,0.5176965500358581,0.542,0.11665257819103973,0.1010989010989011,0.10832025117739404,0.19993239817475073,0.5658272504806519,0.5652725100517273,11834,9468,1.4817709922790527,0.1,0.5,0.3,,,
CiteSeer,feature_similar_cross_class,0.3,2,MCGC-cw3.0-lp0.1-ln0.5,mcgc,GCN,0.55,0.5288833748033479,0.564,0.23922231614539308,0.20732600732600734,0.22213500784929358,0.19993239817475073,0.5658272504806519,0.5815378427505493,11834,9468,2.43381667137146,0.1,0.5,0.3,3.0,"[0.3, 0.5, 0.7, 0.9]",200.0
CiteSeer,feature_similar_cross_class,0.3,2,Random-Matched,random_matched,GCN,0.544,0.5229045705404278,0.562,0.23245984784446322,0.20146520146520147,0.21585557299843014,0.19993239817475073,0.5658272504806519,0.5654837489128113,11834,9468,1.0124638080596924,,,,,,
CiteSeer,feature_similar_cross_class,0.3,3,Feature-only,feature_only,GCN,0.583,0.5674942591819169,0.57,0.3448858833474218,0.2989010989010989,0.3202511773940345,0.19993239817475073,0.5658272504806519,0.6020278930664062,11834,9468,1.022979497909546,,,,,,
CiteSeer,feature_similar_cross_class,0.3,3,GraGE-Hybrid-FO-posneg-lp0.1-ln0.5,hybrid_baseline,GCN,0.523,0.5102476725064312,0.532,0.11242603550295859,0.09743589743589744,0.1043956043956044,0.19993239817475073,0.5658272504806519,0.5637938380241394,11834,9468,1.081970453262329,0.1,0.5,0.3,,,
CiteSeer,feature_similar_cross_class,0.3,3,MCGC-cw3.0-lp0.1-ln0.5,mcgc,GCN,0.583,0.5718441884726663,0.542,0.20456466610312765,0.1772893772893773,0.18995290423861852,0.19993239817475073,0.5658272504806519,0.5777355432510376,11834,9468,1.905853033065796,0.1,0.5,0.3,3.0,"[0.3, 0.5, 0.7, 0.9]",200.0
CiteSeer,feature_similar_cross_class,0.3,3,Random-Matched,random_matched,GCN,0.54,0.5228585484148777,0.574,0.2231614539306847,0.1934065934065934,0.20722135007849293,0.19993239817475073,0.5658272504806519,0.5614702105522156,11834,9468,0.8735194206237793,,,,,,
CiteSeer,feature_similar_cross_class,0.3,4,Feature-only,feature_only,GCN,0.524,0.51036158674068,0.57,0.34657650042265425,0.30036630036630035,0.3218210361067504,0.19993239817475073,0.5658272504806519,0.6024503707885742,11834,9468,0.6605384349822998,,,,,,
CiteSeer,feature_similar_cross_class,0.3,4,GraGE-Hybrid-FO-posneg-lp0.1-ln0.5,hybrid_baseline,GCN,0.496,0.4825609381783153,0.532,0.10566356720202874,0.09157509157509157,0.09811616954474096,0.19993239817475073,0.5658272504806519,0.5604140162467957,11834,9468,1.0902104377746582,0.1,0.5,0.3,,,
CiteSeer,feature_similar_cross_class,0.3,4,MCGC-cw3.0-lp0.1-ln0.5,mcgc,GCN,0.555,0.5369804845084849,0.576,0.22738799661876585,0.19706959706959706,0.2111459968602826,0.19993239817475073,0.5658272504806519,0.5834389328956604,11834,9468,1.9611577987670898,0.1,0.5,0.3,3.0,"[0.3, 0.5, 0.7, 0.9]",200.0
CiteSeer,feature_similar_cross_class,0.3,4,Random-Matched,random_matched,GCN,0.549,0.5312662204535548,0.584,0.22231614539306846,0.19267399267399268,0.206436420722135,0.19993239817475073,0.5658272504806519,0.5602027773857117,11834,9468,0.8115017414093018,,,,,,
CiteSeer,low_feature_similarity,0.3,0,Feature-only,feature_only,GCN,0.623,0.5981165622137424,0.648,0.9010989010989011,0.780952380952381,0.8367346938775511,0.19993239817475073,0.5913469791412354,0.7029995918273926,11834,9468,0.9852159023284912,,,,,,
CiteSeer,low_feature_similarity,0.3,0,GraGE-Hybrid-FO-posneg-lp0.1-ln0.5,hybrid_baseline,GCN,0.606,0.5810523931300914,0.61,0.5942519019442096,0.515018315018315,0.5518053375196232,0.19993239817475073,0.5913469791412354,0.6558935642242432,11834,9468,1.4921836853027344,0.1,0.5,0.3,,,
CiteSeer,low_feature_similarity,0.3,0,MCGC-cw3.0-lp0.1-ln0.5,mcgc,GCN,0.581,0.5650998355820512,0.584,0.3702451394759087,0.3208791208791209,0.34379905808477235,0.19993239817475073,0.5913469791412354,0.6147021651268005,11834,9468,2.214569330215454,0.1,0.5,0.3,3.0,"[0.3, 0.5, 0.7, 0.9]",200.0
CiteSeer,low_feature_similarity,0.3,0,Random-Matched,random_matched,GCN,0.556,0.5377000739974832,0.58,0.23076923076923078,0.2,0.21428571428571427,0.19993239817475073,0.5913469791412354,0.5910435318946838,11834,9468,0.8916604518890381,,,,,,
CiteSeer,low_feature_similarity,0.3,1,Feature-only,feature_only,GCN,0.648,0.6246829623497882,0.646,0.9010989010989011,0.780952380952381,0.8367346938775511,0.19993239817475073,0.5916849970817566,0.7013096809387207,11834,9468,1.011082649230957,,,,,,
CiteSeer,low_feature_similarity,0.3,1,GraGE-Hybrid-FO-posneg-lp0.1-ln0.5,hybrid_baseline,GCN,0.635,0.6080124854115572,0.61,0.6120033812341504,0.5304029304029304,0.5682888540031397,0.19993239817475073,0.5916849970817566,0.6628643870353699,11834,9468,1.3889539241790771,0.1,0.5,0.3,,,
CiteSeer,low_feature_similarity,0.3,1,MCGC-cw3.0-lp0.1-ln0.5,mcgc,GCN,0.616,0.5905400712321578,0.6,0.3423499577345731,0.2967032967032967,0.3178963893249608,0.19993239817475073,0.5916849970817566,0.6208280324935913,11834,9468,2.0630552768707275,0.1,0.5,0.3,3.0,"[0.3, 0.5, 0.7, 0.9]",200.0
CiteSeer,low_feature_similarity,0.3,1,Random-Matched,random_matched,GCN,0.565,0.536178463958186,0.59,0.2256973795435334,0.1956043956043956,0.20957613814756673,0.19993239817475073,0.5916849970817566,0.5910435318946838,11834,9468,0.8311073780059814,,,,,,
CiteSeer,low_feature_similarity,0.3,2,Feature-only,feature_only,GCN,0.656,0.6313608955496085,0.668,0.9010989010989011,0.780952380952381,0.8367346938775511,0.19993239817475073,0.5906709432601929,0.7010984420776367,11834,9468,0.8753824234008789,,,,,,
CiteSeer,low_feature_similarity,0.3,2,GraGE-Hybrid-FO-posneg-lp0.1-ln0.5,hybrid_baseline,GCN,0.621,0.6032788058830114,0.59,0.5655114116652579,0.4901098901098901,0.5251177394034537,0.19993239817475073,0.5906709432601929,0.6537811756134033,11834,9468,1.4221773147583008,0.1,0.5,0.3,,,
CiteSeer,low_feature_similarity,0.3,2,MCGC-cw3.0-lp0.1-ln0.5,mcgc,GCN,0.575,0.5547839919529839,0.584,0.3803888419273035,0.32967032967032966,0.3532182103610675,0.19993239817475073,0.5906709432601929,0.6220954656600952,11834,9468,2.0456595420837402,0.1,0.5,0.3,3.0,"[0.3, 0.5, 0.7, 0.9]",200.0
