run_id,timestamp,seed,dataset,method,oracle_only,proxy_model,downstream_model,prune_ratio,num_edges_before,num_edges_after,isolated_nodes,min_degree,mean_degree,largest_connected_component_ratio,val_acc,test_acc,test_f1,best_epoch,runtime,config_path,graph_path,checkpoint_path
random_Cora_GraphSAGE_seed1,2026-05-29T22:40:59.894884,1,Cora,Random Pruning,False,-,GraphSAGE,0.19998105342932926,10556,8445,0,,,,0.712,0.728,0.7238431563924735,60,0.3777005672454834,configs/graca_lite_cora.yaml,,
homophily_Cora_GCN_seed1,2026-05-29T22:41:01.257393,1,Cora,Homophily Pruning,False,-,GCN,0.0007578628268283261,10556,10548,0,,,,0.776,0.779,0.7731335478836802,140,0.6685130596160889,configs/graca_lite_cora.yaml,,
homophily_Cora_GAT_seed1,2026-05-29T22:41:01.257467,1,Cora,Homophily Pruning,False,-,GAT,0.0007578628268283261,10556,10548,0,,,,0.814,0.811,0.7912543880324046,10,0.3778092861175537,configs/graca_lite_cora.yaml,,
homophily_Cora_GraphSAGE_seed1,2026-05-29T22:41:01.257492,1,Cora,Homophily Pruning,False,-,GraphSAGE,0.0007578628268283261,10556,10548,0,,,,0.768,0.761,0.7556510790306442,28,0.302401065826416,configs/graca_lite_cora.yaml,,
original_Cora_GCN_seed2,2026-05-29T22:41:06.039214,2,Cora,Original,False,-,GCN,0.0,10556,10556,0,,,,0.758,0.777,0.7719465528210376,83,0.8191637992858887,configs/graca_lite_cora.yaml,,
original_Cora_GAT_seed2,2026-05-29T22:41:06.039291,2,Cora,Original,False,-,GAT,0.0,10556,10556,0,,,,0.82,0.823,0.8109043422402836,23,0.43813419342041016,configs/graca_lite_cora.yaml,,
original_Cora_GraphSAGE_seed2,2026-05-29T22:41:06.039318,2,Cora,Original,False,-,GraphSAGE,0.0,10556,10556,0,,,,0.762,0.756,0.7561406332881937,55,0.3633153438568115,configs/graca_lite_cora.yaml,,
dropedge_Cora_GCN_seed2,2026-05-29T22:41:07.874801,2,Cora,DropEdge,False,-,GCN,0.2,10556,10556,0,,,,0.754,0.779,0.7705484976114951,77,0.5110526084899902,configs/graca_lite_cora.yaml,,
dropedge_Cora_GAT_seed2,2026-05-29T22:41:07.874871,2,Cora,DropEdge,False,-,GAT,0.2,10556,10556,0,,,,0.814,0.83,0.8192259097129323,288,1.0353522300720215,configs/graca_lite_cora.yaml,,
dropedge_Cora_GraphSAGE_seed2,2026-05-29T22:41:07.874899,2,Cora,DropEdge,False,-,GraphSAGE,0.2,10556,10556,0,,,,0.766,0.75,0.7339090792312177,15,0.276261568069458,configs/graca_lite_cora.yaml,,
random_Cora_GCN_seed2,2026-05-29T22:41:09.463792,2,Cora,Random Pruning,False,-,GCN,0.19998105342932926,10556,8445,0,,,,0.75,0.753,0.7413468185799241,139,0.6841630935668945,configs/graca_lite_cora.yaml,,
random_Cora_GAT_seed2,2026-05-29T22:41:09.463868,2,Cora,Random Pruning,False,-,GAT,0.19998105342932926,10556,8445,0,,,,0.798,0.812,0.8047673833210365,49,0.5348649024963379,configs/graca_lite_cora.yaml,,
random_Cora_GraphSAGE_seed2,2026-05-29T22:41:09.463896,2,Cora,Random Pruning,False,-,GraphSAGE,0.19998105342932926,10556,8445,0,,,,0.7,0.695,0.6974312059827884,47,0.35614538192749023,configs/graca_lite_cora.yaml,,
homophily_Cora_GCN_seed2,2026-05-29T22:41:10.853704,2,Cora,Homophily Pruning,False,-,GCN,0.0007578628268283261,10556,10548,0,,,,0.76,0.78,0.7749403781876195,87,0.5277554988861084,configs/graca_lite_cora.yaml,,
homophily_Cora_GAT_seed2,2026-05-29T22:41:10.853772,2,Cora,Homophily Pruning,False,-,GAT,0.0007578628268283261,10556,10548,0,,,,0.814,0.834,0.8196599898290724,28,0.46616339683532715,configs/graca_lite_cora.yaml,,
homophily_Cora_GraphSAGE_seed2,2026-05-29T22:41:10.853800,2,Cora,Homophily Pruning,False,-,GraphSAGE,0.0007578628268283261,10556,10548,0,,,,0.762,0.752,0.7516320186743081,58,0.3820796012878418,configs/graca_lite_cora.yaml,,
original_Cora_GCN_seed3,2026-05-29T22:41:15.500050,3,Cora,Original,False,-,GCN,0.0,10556,10556,0,,,,0.78,0.781,0.7724064486694061,64,0.7802298069000244,configs/graca_lite_cora.yaml,,
original_Cora_GAT_seed3,2026-05-29T22:41:15.500128,3,Cora,Original,False,-,GAT,0.0,10556,10556,0,,,,0.804,0.823,0.8156094748218276,15,0.41818809509277344,configs/graca_lite_cora.yaml,,
original_Cora_GraphSAGE_seed3,2026-05-29T22:41:15.500157,3,Cora,Original,False,-,GraphSAGE,0.0,10556,10556,0,,,,0.774,0.782,0.7747018488376305,19,0.2868971824645996,configs/graca_lite_cora.yaml,,
dropedge_Cora_GCN_seed3,2026-05-29T22:41:17.135482,3,Cora,DropEdge,False,-,GCN,0.2,10556,10556,0,,,,0.776,0.79,0.7756670453101314,40,0.41170549392700195,configs/graca_lite_cora.yaml,,
dropedge_Cora_GAT_seed3,2026-05-29T22:41:17.135561,3,Cora,DropEdge,False,-,GAT,0.2,10556,10556,0,,,,0.812,0.825,0.8157920307853591,111,0.7422609329223633,configs/graca_lite_cora.yaml,,
dropedge_Cora_GraphSAGE_seed3,2026-05-29T22:41:17.135589,3,Cora,DropEdge,False,-,GraphSAGE,0.2,10556,10556,0,,,,0.758,0.755,0.745720377420516,91,0.4684162139892578,configs/graca_lite_cora.yaml,,
random_Cora_GCN_seed3,2026-05-29T22:41:18.292504,3,Cora,Random Pruning,False,-,GCN,0.19998105342932926,10556,8445,0,,,,0.774,0.768,0.7572546947675598,56,0.43291163444519043,configs/graca_lite_cora.yaml,,
random_Cora_GAT_seed3,2026-05-29T22:41:18.292591,3,Cora,Random Pruning,False,-,GAT,0.19998105342932926,10556,8445,0,,,,0.798,0.808,0.7971492248318276,20,0.4121570587158203,configs/graca_lite_cora.yaml,,
random_Cora_GraphSAGE_seed3,2026-05-29T22:41:18.292621,3,Cora,Random Pruning,False,-,GraphSAGE,0.19998105342932926,10556,8445,0,,,,0.752,0.735,0.7213401755276445,26,0.29810428619384766,configs/graca_lite_cora.yaml,,
homophily_Cora_GCN_seed3,2026-05-29T22:41:20.073556,3,Cora,Homophily Pruning,False,-,GCN,0.0007578628268283261,10556,10548,0,,,,0.786,0.787,0.7782939692218546,55,0.4341399669647217,configs/graca_lite_cora.yaml,,
homophily_Cora_GAT_seed3,2026-05-29T22:41:20.073628,3,Cora,Homophily Pruning,False,-,GAT,0.0007578628268283261,10556,10548,0,,,,0.806,0.823,0.8129545726538913,188,1.0341856479644775,configs/graca_lite_cora.yaml,,
homophily_Cora_GraphSAGE_seed3,2026-05-29T22:41:20.073653,3,Cora,Homophily Pruning,False,-,GraphSAGE,0.0007578628268283261,10556,10548,0,,,,0.772,0.777,0.7703055371443673,21,0.29859209060668945,configs/graca_lite_cora.yaml,,
original_Cora_GCN_seed4,2026-05-29T22:41:25.091863,4,Cora,Original,False,-,GCN,0.0,10556,10556,0,,,,0.798,0.798,0.7843057282551705,56,0.7575440406799316,configs/graca_lite_cora.yaml,,
original_Cora_GAT_seed4,2026-05-29T22:41:25.091940,4,Cora,Original,False,-,GAT,0.0,10556,10556,0,,,,0.81,0.818,0.8051420534714973,97,0.7124981880187988,configs/graca_lite_cora.yaml,,
original_Cora_GraphSAGE_seed4,2026-05-29T22:41:25.091967,4,Cora,Original,False,-,GraphSAGE,0.0,10556,10556,0,,,,0.766,0.778,0.7720837279031662,52,0.3771500587463379,configs/graca_lite_cora.yaml,,
dropedge_Cora_GCN_seed4,2026-05-29T22:41:26.245226,4,Cora,DropEdge,False,-,GCN,0.2,10556,10556,0,,,,0.778,0.778,0.7612344375634253,48,0.442673921585083,configs/graca_lite_cora.yaml,,
dropedge_Cora_GAT_seed4,2026-05-29T22:41:26.245298,4,Cora,DropEdge,False,-,GAT,0.2,10556,10556,0,,,,0.808,0.814,0.8038877715786998,10,0.3919837474822998,configs/graca_lite_cora.yaml,,
dropedge_Cora_GraphSAGE_seed4,2026-05-29T22:41:26.245327,4,Cora,DropEdge,False,-,GraphSAGE,0.2,10556,10556,0,,,,0.758,0.747,0.7393524818912571,24,0.30542850494384766,configs/graca_lite_cora.yaml,,
random_Cora_GCN_seed4,2026-05-29T22:41:27.636958,4,Cora,Random Pruning,False,-,GCN,0.19998105342932926,10556,8445,0,,,,0.758,0.768,0.7545899592960773,50,0.43823790550231934,configs/graca_lite_cora.yaml,,
random_Cora_GAT_seed4,2026-05-29T22:41:27.637040,4,Cora,Random Pruning,False,-,GAT,0.19998105342932926,10556,8445,0,,,,0.796,0.797,0.7892826055703247,63,0.5698344707489014,configs/graca_lite_cora.yaml,,
random_Cora_GraphSAGE_seed4,2026-05-29T22:41:27.637073,4,Cora,Random Pruning,False,-,GraphSAGE,0.19998105342932926,10556,8445,0,,,,0.72,0.736,0.7287573682705837,53,0.36964941024780273,configs/graca_lite_cora.yaml,,
