dataset,noise_type,noise_ratio,seed,method,method_type,downstream_model,test_acc,test_f1,val_acc,bad_edge_precision,bad_edge_recall,bad_edge_f1,actual_prune_ratio,edge_homophily_before,edge_homophily_after,num_edges_before,num_edges_after,runtime,hp_score_ratio,hp_lambda_pos,hp_lambda_neg,diag_mode,diag_lambda_pos,diag_lambda_neg,diag_degree_norm,diag_feature_risk_mean,diag_dynamic_grad_mean,diag_pos_grad_mean,diag_neg_grad_mean,diag_hybrid_score_mean,diag_hybrid_score_std,diag_edge_score_auc,hp_consistency_weight,hp_checkpoint_fractions,hp_total_epochs,diag_method,diag_consistency_weight,diag_num_checkpoints,diag_mean_grad_mean,diag_consistency_mean,diag_stability_mean,diag_confidence_mean,hp_num_views,hp_edge_dropout_rates,hp_use_gradient_confidence,hp_gradient_abstention_threshold,hp_checkpoint_control,diag_num_views,diag_use_gradient_confidence,diag_gradient_abstention_threshold,diag_skip_residualization,diag_feature_sim_mean,diag_raw_edge_score_mean,diag_raw_edge_score_std,diag_node_instability_mean,diag_node_entropy_mean,diag_node_jsd_mean,diag_node_confidence_mean,diag_projection_ratio,diag_residual_mean,diag_residual_std,diag_abstention_fraction,diag_edge_score_mean,diag_edge_score_std,diag_gradient_confidence_mean,diag_gradient_confidence_std,diag_projection_beta,diag_alpha,diag_residual_feature_sim_corr,diag_residual_auc,diag_raw_stability_auc,diag_feature_risk_auc
CiteSeer,low_feature_similarity,0.3,13,MCGC-cw3.0-lp0.1-ln0.5,mcgc,GCN,0.582,0.5487028529131616,0.582,0.3558748943364328,0.30842490842490844,0.33045525902668765,0.19993239817475073,0.5928679704666138,0.6265314817428589,11834,9468,1.797867774963379,0.3,0.1,0.5,,0.1,0.5,,0.853343665599823,,,,0.28370243310928345,0.2987503409385681,0.5755821214520689,3.0,"[0.3, 0.5, 0.7, 0.9]",200.0,mcgc,3.0,4.0,7.280263503162132e-08,0.9568192958831787,0.7787907719612122,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CiteSeer,low_feature_similarity,0.3,13,StabilityResidual-v5-dp0.15-grad-frozen,stability_residual,GCN,0.618,0.5947533399386759,0.628,0.8664412510566357,0.7509157509157509,0.804552590266876,0.19993239817475073,0.5928679704666138,0.6998310089111328,11834,9468,2.986327648162842,0.3,,,,,,,0.853343665599823,,,,,,0.9745963614592787,,,200.0,stability_residual,,,,,,,5.0,"[0.0, 0.1, 0.15, 0.2, 0.3]",True,0.1,frozen,5.0,True,0.1,False,0.14665630459785461,0.6013649106025696,0.27214542031288147,0.5,1.154248833656311,0.10968969017267227,0.5670207142829895,0.0024913724046200514,0.5,0.2887117266654968,0.10005070269107819,0.7260401248931885,0.3341602385044098,1.0,0.0,0.04991576075553894,0.5,0.003532831324264407,0.5688889318063308,0.5925342964007287,0.9871485061511424
CiteSeer,low_feature_similarity,0.3,13,Random-Matched,random_matched,GCN,0.567,0.5430010741548835,0.584,0.2586644125105664,0.22417582417582418,0.24018838304552595,0.19993239817475073,0.5928679704666138,0.5980143547058105,11834,9468,0.9561257362365723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CiteSeer,low_feature_similarity,0.3,14,Feature-only,feature_only,GCN,0.663,0.636793674000837,0.66,0.9010989010989011,0.780952380952381,0.8367346938775511,0.19993239817475073,0.5954030752182007,0.7008872032165527,11834,9468,0.924067497253418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CiteSeer,low_feature_similarity,0.3,14,GCN-Jaccard,jaccard,GCN,0.663,0.636793674000837,0.66,0.9010989010989011,0.780952380952381,0.8367346938775511,0.19993239817475073,0.5954030752182007,0.7008872032165527,11834,9468,0.8227946758270264,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CiteSeer,low_feature_similarity,0.3,14,DegreeAwareRandom,degree_aware_random,GCN,0.582,0.5539297121090648,0.596,0.19678714859437751,0.14358974358974358,0.1660313426514189,0.16832854487071147,0.5954030752182007,0.5895143151283264,11834,9842,0.5989360809326172,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CiteSeer,low_feature_similarity,0.3,14,GraGE-Hybrid-FO-posneg-lp0.1-ln0.5,hybrid_baseline,GCN,0.607,0.5831436491777868,0.628,0.5731191885038038,0.4967032967032967,0.532182103610675,0.19993239817475073,0.5954030752182007,0.6603295207023621,11834,9468,1.6025915145874023,0.3,0.1,0.5,feature_pos_neg,0.1,0.5,False,0.853343665599823,-1.5845198930719562e-08,6.604352051908791e-07,6.76280421885167e-07,0.30000001192092896,0.24679869413375854,0.8826570617431778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CiteSeer,low_feature_similarity,0.3,14,MCGC-cw3.0-lp0.1-ln0.5,mcgc,GCN,0.6,0.5724510066575689,0.636,0.4294167371090448,0.37216117216117217,0.3987441130298273,0.19993239817475073,0.5954030752182007,0.6328686475753784,11834,9468,2.1907098293304443,0.3,0.1,0.5,,0.1,0.5,,0.853343665599823,,,,0.286213755607605,0.3096945285797119,0.59694341979052,3.0,"[0.3, 0.5, 0.7, 0.9]",200.0,mcgc,3.0,4.0,1.4884710708429338e-07,0.9544954895973206,0.7331121563911438,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CiteSeer,low_feature_similarity,0.3,14,StabilityResidual-v5-dp0.15-grad-frozen,stability_residual,GCN,0.635,0.6081190327387925,0.646,0.8875739644970414,0.7692307692307693,0.8241758241758241,0.19993239817475073,0.5954030752182007,0.7057456970214844,11834,9468,3.1732027530670166,0.3,,,,,,,0.853343665599823,,,,,,0.9803987459523489,,,200.0,stability_residual,,,,,,,5.0,"[0.0, 0.1, 0.15, 0.2, 0.3]",True,0.1,frozen,5.0,True,0.1,False,0.14665630459785461,0.6695192456245422,0.3792968988418579,0.5,0.7587689757347107,0.12145032733678818,0.726298451423645,0.01826809160411358,0.5,0.2887117266654968,0.10005070269107819,0.7241247892379761,0.3371153771877289,1.0,0.0,0.13516521453857422,0.5,-0.009636873379349709,0.6022656385793469,0.6633081622536807,0.9871485061511424
CiteSeer,low_feature_similarity,0.3,14,Random-Matched,random_matched,GCN,0.575,0.5458919022682452,0.606,0.2231614539306847,0.1934065934065934,0.20722135007849293,0.19993239817475073,0.5954030752182007,0.5973806381225586,11834,9468,0.9594509601593018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CiteSeer,low_feature_similarity,0.3,15,Feature-only,feature_only,GCN,0.619,0.5907232394692096,0.662,0.9010989010989011,0.780952380952381,0.8367346938775511,0.19993239817475073,0.5947270393371582,0.7023658752441406,11834,9468,0.6964716911315918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CiteSeer,low_feature_similarity,0.3,15,GCN-Jaccard,jaccard,GCN,0.619,0.5906728056610663,0.664,0.9010989010989011,0.780952380952381,0.8367346938775511,0.19993239817475073,0.5947270393371582,0.7023658752441406,11834,9468,0.6455390453338623,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CiteSeer,low_feature_similarity,0.3,15,DegreeAwareRandom,degree_aware_random,GCN,0.537,0.5166378235296935,0.572,0.18125643666323377,0.12893772893772895,0.15068493150684933,0.16410343079263146,0.5947270393371582,0.5794581770896912,11834,9892,0.765810489654541,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CiteSeer,low_feature_similarity,0.3,15,GraGE-Hybrid-FO-posneg-lp0.1-ln0.5,hybrid_baseline,GCN,0.562,0.5393266460730818,0.58,0.5663567202028741,0.4908424908424908,0.5259026687598115,0.19993239817475073,0.5947270393371582,0.6588508486747742,11834,9468,1.0688834190368652,0.3,0.1,0.5,feature_pos_neg,0.1,0.5,False,0.853343665599823,5.100273028801894e-06,2.142565426765941e-05,1.632537714613136e-05,0.30000001192092896,0.2450779527425766,0.8809288031827573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CiteSeer,low_feature_similarity,0.3,15,MCGC-cw3.0-lp0.1-ln0.5,mcgc,GCN,0.582,0.5513538127665778,0.578,0.37700760777683856,0.32673992673992674,0.3500784929356358,0.19993239817475073,0.5947270393371582,0.6242078542709351,11834,9468,1.7532999515533447,0.3,0.1,0.5,,0.1,0.5,,0.853343665599823,,,,0.2737981081008911,0.3085559904575348,0.5585169663377045,3.0,"[0.3, 0.5, 0.7, 0.9]",200.0,mcgc,3.0,4.0,8.193932643507651e-08,0.9598191380500793,0.7764841914176941,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CiteSeer,low_feature_similarity,0.3,15,StabilityResidual-v5-dp0.15-grad-frozen,stability_residual,GCN,0.581,0.5457007800647463,0.624,0.8106508875739645,0.7025641025641025,0.7527472527472527,0.19993239817475073,0.5947270393371582,0.6875792145729065,11834,9468,2.94991135597229,0.3,,,,,,,0.853343665599823,,,,,,0.964930522026304,,,200.0,stability_residual,,,,,,,5.0,"[0.0, 0.1, 0.15, 0.2, 0.3]",True,0.1,frozen,5.0,True,0.1,False,0.14665630459785461,0.4933069944381714,0.14781111478805542,0.5000000596046448,1.3321294784545898,0.19483961164951324,0.4556855857372284,0.0022097774781286716,0.5,0.2887117266654968,0.10005070269107819,0.7261382341384888,0.33444327116012573,1.0,0.0,-0.047010257840156555,0.5,0.00674359779804945,0.5347187083566698,0.5122654293568177,0.9871485061511424
CiteSeer,low_feature_similarity,0.3,15,Random-Matched,random_matched,GCN,0.534,0.4929849342960518,0.556,0.23922231614539308,0.20732600732600734,0.22213500784929358,0.19993239817475073,0.5947270393371582,0.6011829376220703,11834,9468,0.6516942977905273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CiteSeer,low_feature_similarity,0.3,16,Feature-only,feature_only,GCN,0.656,0.6274019723499801,0.658,0.9010989010989011,0.780952380952381,0.8367346938775511,0.19993239817475073,0.5962480902671814,0.7032108306884766,11834,9468,0.9083576202392578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CiteSeer,low_feature_similarity,0.3,16,GCN-Jaccard,jaccard,GCN,0.656,0.6274019723499801,0.658,0.9010989010989011,0.780952380952381,0.8367346938775511,0.19993239817475073,0.5962480902671814,0.7032108306884766,11834,9468,0.797349214553833,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CiteSeer,low_feature_similarity,0.3,16,DegreeAwareRandom,degree_aware_random,GCN,0.529,0.5055509296914857,0.578,0.17518248175182483,0.12307692307692308,0.14457831325301207,0.16207537603515298,0.5962480902671814,0.5861234068870544,11834,9916,0.5189313888549805,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CiteSeer,low_feature_similarity,0.3,16,GraGE-Hybrid-FO-posneg-lp0.1-ln0.5,hybrid_baseline,GCN,0.606,0.581109851498745,0.618,0.5857988165680473,0.5076923076923077,0.5439560439560439,0.19993239817475073,0.5962480902671814,0.66075199842453,11834,9468,1.4577572345733643,0.3,0.1,0.5,feature_pos_neg,0.1,0.5,False,0.853343665599823,5.383895640420633e-08,2.841115076535061e-07,2.3027257611829555e-07,0.30000001192092896,0.25092148780822754,0.8873633615944688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CiteSeer,low_feature_similarity,0.3,16,MCGC-cw3.0-lp0.1-ln0.5,mcgc,GCN,0.579,0.5636923739515043,0.608,0.3389687235841082,0.2937728937728938,0.314756671899529,0.19993239817475073,0.5962480902671814,0.6227291822433472,11834,9468,2.1804986000061035,0.3,0.1,0.5,,0.1,0.5,,0.853343665599823,,,,0.28473496437072754,0.29694223403930664,0.5666447787713167,3.0,"[0.3, 0.5, 0.7, 0.9]",200.0,mcgc,3.0,4.0,2.1577052677912434e-07,0.9454115033149719,0.7480372190475464,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CiteSeer,low_feature_similarity,0.3,16,StabilityResidual-v5-dp0.15-grad-frozen,stability_residual,GCN,0.611,0.5726416397564215,0.65,0.8765849535080305,0.7597069597069597,0.8139717425431711,0.19993239817475073,0.5962480902671814,0.7036333084106445,11834,9468,2.759868621826172,0.3,,,,,,,0.853343665599823,,,,,,0.978120714961664,,,200.0,stability_residual,,,,,,,5.0,"[0.0, 0.1, 0.15, 0.2, 0.3]",True,0.1,frozen,5.0,True,0.1,False,0.14665630459785461,0.67657870054245,0.36803069710731506,0.5000000596046448,0.8042585253715515,0.10333465039730072,0.7074558138847351,0.008196838200092316,0.5,0.2887117266654968,0.10005070269107819,0.7250382900238037,0.33574169874191284,1.0,0.0,0.09054022282361984,0.5,0.0009452460217289627,0.5919259416623213,0.6338370768071998,0.9871485061511424
CiteSeer,low_feature_similarity,0.3,16,Random-Matched,random_matched,GCN,0.551,0.5200182413313651,0.576,0.2231614539306847,0.1934065934065934,0.20722135007849293,0.19993239817475073,0.5962480902671814,0.5992817878723145,11834,9468,0.66593337059021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CiteSeer,low_feature_similarity,0.3,17,Feature-only,feature_only,GCN,0.643,0.6215255294730364,0.658,0.9010989010989011,0.780952380952381,0.8367346938775511,0.19993239817475073,0.5930370092391968,0.7008872032165527,11834,9468,0.9309220314025879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CiteSeer,low_feature_similarity,0.3,17,GCN-Jaccard,jaccard,GCN,0.643,0.6215255294730364,0.658,0.9010989010989011,0.780952380952381,0.8367346938775511,0.19993239817475073,0.5930370092391968,0.7008872032165527,11834,9468,0.8378767967224121,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CiteSeer,low_feature_similarity,0.3,17,DegreeAwareRandom,degree_aware_random,GCN,0.562,0.5390975788961679,0.576,0.15328467153284672,0.1076923076923077,0.12650602409638556,0.16207537603515298,0.5930370092391968,0.5808793902397156,11834,9916,0.6905169486999512,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CiteSeer,low_feature_similarity,0.3,17,GraGE-Hybrid-FO-posneg-lp0.1-ln0.5,hybrid_baseline,GCN,0.613,0.5895416860147253,0.618,0.5857988165680473,0.5076923076923077,0.5439560439560439,0.19993239817475073,0.5930370092391968,0.6622306704521179,11834,9468,1.3690245151519775,0.3,0.1,0.5,feature_pos_neg,0.1,0.5,False,0.853343665599823,3.022034178457034e-08,9.245126761925349e-07,8.94292384145956e-07,0.30000001192092896,0.24789929389953613,0.8894682207072364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CiteSeer,low_feature_similarity,0.3,17,MCGC-cw3.0-lp0.1-ln0.5,mcgc,GCN,0.598,0.5708583815752571,0.606,0.3364327979712595,0.2915750915750916,0.3124018838304553,0.19993239817475073,0.5930370092391968,0.6197718977928162,11834,9468,2.042497158050537,0.3,0.1,0.5,,0.1,0.5,,0.853343665599823,,,,0.2706734836101532,0.30462029576301575,0.5475247365405538,3.0,"[0.3, 0.5, 0.7, 0.9]",200.0,mcgc,3.0,4.0,2.645729502148697e-08,0.957326352596283,0.7895521521568298,0.5000000596046448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CiteSeer,low_feature_similarity,0.3,17,StabilityResidual-v5-dp0.15-grad-frozen,stability_residual,GCN,0.611,0.5903771783489699,0.64,0.8816568047337278,0.764102564102564,0.8186813186813188,0.19993239817475073,0.5930370092391968,0.7025771141052246,11834,9468,3.022113084793091,0.3,,,,,,,0.853343665599823,,,,,,0.9779733740190683,,,200.0,stability_residual,,,,,,,5.0,"[0.0, 0.1, 0.15, 0.2, 0.3]",True,0.1,frozen,5.0,True,0.1,False,0.14665630459785461,0.6844091415405273,0.3654433786869049,0.5,0.8253076672554016,0.09414993226528168,0.7020732760429382,0.016347713768482208,0.5,0.2887117266654968,0.10005070269107819,0.7270888090133667,0.33537739515304565,1.0,0.0,0.1278635859489441,0.5,-0.008321150206029415,0.5893615976876082,0.6470961522367497,0.9871485061511424
CiteSeer,low_feature_similarity,0.3,17,Random-Matched,random_matched,GCN,0.552,0.5293383809049501,0.594,0.22907861369399832,0.19853479853479852,0.21271585557299844,0.19993239817475073,0.5930370092391968,0.5975918769836426,11834,9468,0.8850052356719971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CiteSeer,low_feature_similarity,0.3,18,Feature-only,feature_only,GCN,0.626,0.5916872398052168,0.648,0.9010989010989011,0.780952380952381,0.8367346938775511,0.19993239817475073,0.5920229554176331,0.7010984420776367,11834,9468,0.6541054248809814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CiteSeer,low_feature_similarity,0.3,18,GCN-Jaccard,jaccard,GCN,0.628,0.5933866502956425,0.65,0.9010989010989011,0.780952380952381,0.8367346938775511,0.19993239817475073,0.5920229554176331,0.7010984420776367,11834,9468,0.5519700050354004,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CiteSeer,low_feature_similarity,0.3,18,DegreeAwareRandom,degree_aware_random,GCN,0.538,0.49841725938461784,0.576,0.1881287726358149,0.136996336996337,0.15854175498092415,0.1679905357444651,0.5920229554176331,0.5827747583389282,11834,9846,0.3975822925567627,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CiteSeer,low_feature_similarity,0.3,18,GraGE-Hybrid-FO-posneg-lp0.1-ln0.5,hybrid_baseline,GCN,0.611,0.5943133224532533,0.614,0.6027049873203719,0.5223443223443224,0.5596546310832026,0.19993239817475073,0.5920229554176331,0.661174476146698,11834,9468,1.4265837669372559,0.3,0.1,0.5,feature_pos_neg,0.1,0.5,False,0.853343665599823,4.033936207292754e-08,4.580180075208773e-07,4.1767864900066343e-07,0.30000001192092896,0.25090184807777405,0.8945653643368934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CiteSeer,low_feature_similarity,0.3,18,MCGC-cw3.0-lp0.1-ln0.5,mcgc,GCN,0.58,0.5488953739010571,0.612,0.40236686390532544,0.3487179487179487,0.37362637362637363,0.19993239817475073,0.5920229554176331,0.6269539594650269,11834,9468,1.8514974117279053,0.3,0.1,0.5,,0.1,0.5,,0.853343665599823,,,,0.29620128870010376,0.30202311277389526,0.6015181508590999,3.0,"[0.3, 0.5, 0.7, 0.9]",200.0,mcgc,3.0,4.0,4.262646058350583e-08,0.9341304302215576,0.6958020925521851,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CiteSeer,low_feature_similarity,0.3,18,StabilityResidual-v5-dp0.15-grad-frozen,stability_residual,GCN,0.628,0.5937919991609361,0.626,0.8909551986475064,0.7721611721611722,0.827315541601256,0.19993239817475073,0.5920229554176331,0.7027883529663086,11834,9468,2.894665241241455,0.3,,,,,,,0.853343665599823,,,,,,0.9810127336050006,,,200.0,stability_residual,,,,,,,5.0,"[0.0, 0.1, 0.15, 0.2, 0.3]",True,0.1,frozen,5.0,True,0.1,False,0.14665630459785461,0.6578207015991211,0.36328572034835815,0.5000000596046448,0.7682710886001587,0.13709363341331482,0.7212622761726379,0.027462435886263847,0.5,0.2887117266654968,0.10005070269107819,0.724104106426239,0.3380598723888397,1.0,0.0,0.1657249480485916,0.5,-0.017679616808891296,0.6099306266375686,0.6845222805899431,0.9871485061511424
CiteSeer,low_feature_similarity,0.3,18,Random-Matched,random_matched,GCN,0.576,0.5559726345017674,0.564,0.2375316990701606,0.20586080586080585,0.22056514913657768,0.19993239817475073,0.5920229554176331,0.5959019660949707,11834,9468,0.8379230499267578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CiteSeer,low_feature_similarity,0.3,19,Feature-only,feature_only,GCN,0.634,0.6041107868463301,0.65,0.9010989010989011,0.780952380952381,0.8367346938775511,0.19993239817475073,0.5896568894386292,0.7008872032165527,11834,9468,0.931405782699585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CiteSeer,low_feature_similarity,0.3,19,GCN-Jaccard,jaccard,GCN,0.634,0.6041107868463301,0.65,0.9010989010989011,0.780952380952381,0.8367346938775511,0.19993239817475073,0.5896568894386292,0.7008872032165527,11834,9468,0.8185217380523682,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CiteSeer,low_feature_similarity,0.3,19,DegreeAwareRandom,degree_aware_random,GCN,0.593,0.5680875728089817,0.57,0.18020833333333333,0.12673992673992673,0.14881720430107528,0.16224438059827617,0.5896568894386292,0.5783740282058716,11834,9914,0.8044042587280273,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CiteSeer,low_feature_similarity,0.3,19,GraGE-Hybrid-FO-posneg-lp0.1-ln0.5,hybrid_baseline,GCN,0.595,0.558657298824329,0.58,0.5688926458157227,0.49304029304029307,0.5282574568288855,0.19993239817475073,0.5896568894386292,0.6550486087799072,11834,9468,1.0713260173797607,0.3,0.1,0.5,feature_pos_neg,0.1,0.5,False,0.853343665599823,2.764072405625484e-06,1.306276044488186e-05,1.0298686902387999e-05,0.30000001192092896,0.24729987978935242,0.8827171729851871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CiteSeer,low_feature_similarity,0.3,19,MCGC-cw3.0-lp0.1-ln0.5,mcgc,GCN,0.594,0.5689482285308843,0.566,0.400676246830093,0.34725274725274724,0.3720565149136578,0.19993239817475073,0.5896568894386292,0.624630331993103,11834,9468,1.9710569381713867,0.3,0.1,0.5,,0.1,0.5,,0.853343665599823,,,,0.29247039556503296,0.30548176169395447,0.5885981768670696,3.0,"[0.3, 0.5, 0.7, 0.9]",200.0,mcgc,3.0,4.0,2.1732250843342626e-07,0.9450312256813049,0.7060909867286682,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CiteSeer,low_feature_similarity,0.3,19,StabilityResidual-v5-dp0.15-grad-frozen,stability_residual,GCN,0.614,0.587385450769012,0.64,0.8757396449704142,0.7589743589743589,0.8131868131868132,0.19993239817475073,0.5896568894386292,0.6996197700500488,11834,9468,2.8599789142608643,0.3,,,,,,,0.853343665599823,,,,,,0.9780042745772096,,,200.0,stability_residual,,,,,,,5.0,"[0.0, 0.1, 0.15, 0.2, 0.3]",True,0.1,frozen,5.0,True,0.1,False,0.14665630459785461,0.6129318475723267,0.31177017092704773,0.5000000596046448,0.9285068511962891,0.12461136281490326,0.6581005454063416,0.008199176751077175,0.5,0.2887117266654968,0.10005070269107819,0.7237899303436279,0.33611392974853516,1.0,0.0,0.09055313467979431,0.5,-0.002811247482895851,0.5883174565621843,0.6303221383186234,0.9871485061511424
CiteSeer,low_feature_similarity,0.3,19,Random-Matched,random_matched,GCN,0.543,0.5220300191909285,0.548,0.2459847844463229,0.21318681318681318,0.22841444270015698,0.19993239817475073,0.5896568894386292,0.5897760987281799,11834,9468,0.7701659202575684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CiteSeer,degree_aligned_random,0.3,0,Feature-only,feature_only,GCN,0.645,0.6244935932171453,0.638,0.6415891800507185,0.5560439560439561,0.5957613814756673,0.19993239817475073,0.6094304323196411,0.6880016922950745,11834,9468,1.0006928443908691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CiteSeer,degree_aligned_random,0.3,0,GCN-Jaccard,jaccard,GCN,0.64,0.616757027366627,0.64,0.6407438715131023,0.5553113553113553,0.5949764521193093,0.19993239817475073,0.6094304323196411,0.6882129311561584,11834,9468,0.7999651432037354,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CiteSeer,degree_aligned_random,0.3,0,DegreeAwareRandom,degree_aware_random,GCN,0.602,0.5749724657300345,0.594,0.25745257452574527,0.2087912087912088,0.2305825242718447,0.18708805137738715,0.6094304323196411,0.6056133508682251,11834,9620,0.6308956146240234,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CiteSeer,degree_aligned_random,0.3,0,GraGE-Hybrid-FO-posneg-lp0.1-ln0.5,hybrid_baseline,GCN,0.645,0.6213403945345491,0.606,0.3863060016906171,0.3347985347985348,0.35871271585557296,0.19993239817475073,0.6094304323196411,0.6535699367523193,11834,9468,1.3702008724212646,0.3,0.1,0.5,feature_pos_neg,0.1,0.5,False,0.8424745202064514,5.670867153639847e-08,6.688761118311959e-07,6.12167411873088e-07,0.30000001192092896,0.2649373412132263,0.7314556416050265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CiteSeer,degree_aligned_random,0.3,0,MCGC-cw3.0-lp0.1-ln0.5,mcgc,GCN,0.614,0.5935188439339515,0.594,0.4623837700760778,0.40073260073260075,0.42935635792778654,0.19993239817475073,0.6094304323196411,0.6552598476409912,11834,9468,2.058248519897461,0.3,0.1,0.5,,0.1,0.5,,0.8424745202064514,,,,0.3075549602508545,0.34632760286331177,0.6465574042243637,3.0,"[0.3, 0.5, 0.7, 0.9]",200.0,mcgc,3.0,4.0,7.907888743829972e-08,0.930285632610321,0.6604607701301575,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CiteSeer,degree_aligned_random,0.3,0,StabilityResidual-v5-dp0.15-grad-frozen,stability_residual,GCN,0.644,0.6182840325161532,0.65,0.6956889264581573,0.6029304029304029,0.6459968602825745,0.19993239817475073,0.6094304323196411,0.7004647254943848,11834,9468,2.906341552734375,0.3,,,,,,,0.8424745202064514,,,,,,0.8950036050651166,,,200.0,stability_residual,,,,,,,5.0,"[0.0, 0.1, 0.15, 0.2, 0.3]",True,0.1,frozen,5.0,True,0.1,False,0.15752547979354858,0.6681624054908752,0.3738119304180145,0.5,0.781554102897644,0.09484773129224777,0.7187913656234741,0.003586361650377512,0.5,0.2887117266654968,0.10005070269107819,0.7255179286003113,0.33457010984420776,1.0,0.0,0.059888772666454315,0.5,-0.0007389787351712584,0.5998517738851659,0.6215637613704398,0.879293125591456
CiteSeer,degree_aligned_random,0.3,0,Random-Matched,random_matched,GCN,0.614,0.5916127943698801,0.604,0.23076923076923078,0.2,0.21428571428571427,0.19993239817475073,0.6094304323196411,0.6100549101829529,11834,9468,0.9095673561096191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CiteSeer,degree_aligned_random,0.3,1,Feature-only,feature_only,GCN,0.649,0.6234069835863442,0.634,0.6593406593406593,0.5714285714285714,0.6122448979591836,0.19993239817475073,0.6109514832496643,0.693705141544342,11834,9468,0.9471473693847656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
